"{item:$subject} commented on {item:$owner}'s {var:$listingtype} listing {item:$object:$title}: {body:$body}";"{item:$subject} commented on {item:$owner}'s pregnancy comfort item listing {item:$object:$title}: {body:$body}"
"{item:$subject} replied to a comment on {item:$owner}'s {var:$listingtype} listing {item:$object:$title}: {body:$body}";"{item:$subject} replied to a comment on {item:$owner}'s pregnancy comfort item listing {item:$object:$title}: {body:$body}"
"You can also choose the photo snapshot for the video displayed in the slideshow by using 'Video Snapshot' option.";"You can also choose the photo snapshot for the video displayed in the slideshow by using 'Video Snapshot' option."
"posted by";"posted by"
"Popular Tags";"Popular Tags"
"Popular Tags (%s)";"Popular Tags (%s)"
"Note: Users will not be able to create listings in '%s', until you have created atleast one category. Please create some categories from the Admin Panel for this listing type to enable users to create listings.";"Note: Users will not be able to create listings in '%s', until you have created atleast one category. Please create some categories from the Admin Panel for this listing type to enable users to create listings."
"Sorry, you can not post a new listing right now. Please try again after sometime or contact us by filling the 'Contact Us' form using the 'Contact' link available in the footer of our site.";"Sorry, you can not post a new listing right now. Please try again after sometime or contact us by filling the 'Contact Us' form using the 'Contact' link available in the footer of our site."
"There are currently no paid packages available of the site. Please upgrade your package.";"There are currently no paid packages available of the site. Please upgrade your package."
"ADMIN_ACTIVITY_TYPE_SITEREVIEW_NEW_LISTTYPE_27";"Multiple Listing Types - When a new pregnancy comfort item is posted."
"_ACTIVITY_ACTIONTYPE_SITEREVIEW_NEW_LISTTYPE_27";"New pregnancy comfort item"
"ADMIN_ACTIVITY_TYPE_SITEREVIEW_PHOTO_UPLOAD_LISTTYPE_27";"Multiple Listing Types - When someone uploads a photo to pregnancy comfort item."
"_ACTIVITY_ACTIONTYPE_SITEREVIEW_PHOTO_UPLOAD_LISTTYPE_27";"Uploading a photo to pregnancy comfort item"
"ADMIN_ACTIVITY_TYPE_VIDEO_SITEREVIEW_LISTTYPE_27";"Multiple Listing Types - When someone uploads a video to pregnancy comfort item."
"_ACTIVITY_ACTIONTYPE_VIDEO_SITEREVIEW_LISTTYPE_27";"Uploading a video to pregnancy comfort item"
"ADMIN_ACTIVITY_TYPE_SITEREVIEW_VIDEO_NEW_LISTTYPE_27";"Multiple Listing Types - When someone uploads a video to pregnancy comfort item."
"_ACTIVITY_ACTIONTYPE_SITEREVIEW_VIDEO_NEW_LISTTYPE_27";"Uploading a video to pregnancy comfort item"
"ADMIN_ACTIVITY_TYPE_SITEREVIEW_REVIEW_ADD_LISTTYPE_27";"Multiple Listing Types - When someone write a review on pregnancy comfort item."
"_ACTIVITY_ACTIONTYPE_SITEREVIEW_REVIEW_ADD_LISTTYPE_27";"Writing a new pregnancy comfort item review"
"ADMIN_ACTIVITY_TYPE_SITEREVIEW_TOPIC_CREATE_LISTTYPE_27";"Multiple Listing Types - When someone creates a new pregnancy comfort item topic."
"_ACTIVITY_ACTIONTYPE_SITEREVIEW_TOPIC_CREATE_LISTTYPE_27";"Creating pregnancy comfort item discussion topic"
"ADMIN_ACTIVITY_TYPE_SITEREVIEW_TOPIC_REPLY_LISTTYPE_27";"Multiple Listing Types - When someone replies to pregnancy comfort item topic."
"_ACTIVITY_ACTIONTYPE_SITEREVIEW_TOPIC_REPLY_LISTTYPE_27";"Replying to pregnancy comfort item discussion topic"
"ADMIN_ACTIVITY_TYPE_SITEREVIEW_CHANGE_PHOTO_LISTTYPE_27";"Multiple Listing Types - When pregnancy comfort item Owner change their pregnancy comfort item profile photo as User."
"_ACTIVITY_ACTIONTYPE_SITEREVIEW_CHANGE_PHOTO_LISTTYPE_27";"When pregnancy comfort item Owner change their pregnancy comfort item profile photo as User"
"ADMIN_ACTIVITY_TYPE_SITEREVIEW_WISHLIST_ADD_LISTING_LISTTYPE_27";"Multiple Listing Types - When someone adds pregnancy comfort item in wishlist."
"_ACTIVITY_ACTIONTYPE_SITEREVIEW_WISHLIST_ADD_LISTING_LISTTYPE_27";"Adding pregnancy comfort item to wishlist"
"{item:$subject} posted a new pregnancy comfort item listing:";"{item:$subject} posted a new pregnancy comfort item listing:"
"{item:$subject} added {var:$count} photo(s) to the pregnancy comfort item listing: {item:$object:$title} {body:$body}";"{item:$subject} added {var:$count} photo(s) to the pregnancy comfort item listing: {item:$object:$title} {body:$body}"
"{item:$subject} posted a new discussion {item:$object:topic} in the pregnancy comfort item listing {itemParent:$object:sitereview}: {body:$body}";"{item:$subject} posted a {item:$object:topic} in the pregnancy comfort item listing {itemParent:$object:sitereview}: {body:$body}"
"{item:$subject} replied to discussion {item:$object:topic} in the pregnancy comfort item listing {itemParent:$object:sitereview_listing}: {body:$body}";"{item:$subject} replied to discussion {item:$object:topic} in the pregnancy comfort item listing {itemParent:$object:sitereview_listing}: {body:$body}"
"{item:$subject} changed the profile picture of the pregnancy comfort item listing {item:$object:$title}:";"{item:$subject} changed the profile picture of the pregnancy comfort item listing {item:$object:$title}:"
"{item:$subject} added a new video in the pregnancy comfort item listing {item:$object:$title}: {body:$body}";"{item:$subject} added a new video in the pregnancy comfort item listing {item:$object:$title}: {body:$body}"
"{item:$subject} added a new video in the pregnancy comfort item listing {item:$object}:";"{item:$subject} added a new video in the pregnancy comfort item listing {item:$object}:"
"{item:$subject} rated and wrote a review for the pregnancy comfort item listing {item:$object}:";"{item:$subject} rated and wrote a review for the pregnancy comfort item listing {item:$object}:"
"{item:$subject} posted a new pregnancy comfort item listing: {item:$object}.";"{item:$subject} posted a new pregnancy comfort item listing: {item:$object}."
"Edit Pregnancy Comfort Item Location";"Edit Listing Location"
"Edit the location of your pregnancy comfort item by clicking on 'Edit Pregnancy Comfort Item Location' below. You can accurately mark the position of your pregnancy comfort item on the map by dragging-and-dropping the marker on the map at the right position, and then clicking on Save Changes to save the position.";"Edit the location of your listing by clicking on 'Edit Listing Location' below. You can accurately mark the position of your listing on the map by dragging-and-dropping the marker on the map at the right position, and then clicking on Save Changes to save the position."
"You have not added a location for your pregnancy comfort item. %1$sClick here%2$s to add a location for your pregnancy comfort item.";"You have not added a location for your listing. %1$sClick here%2$s to add a location for your listing."
"Post New Pregnancy Comfort Item";"Post New Listing"
"Compose your new pregnancy comfort item below, then click 'Submit' to publish the pregnancy comfort item.";"Compose your new listing below, then click 'Submit' to publish the listing."
"Pregnancy Comfort Item Title";"Listing Title"
"Who may see this pregnancy comfort item?";"Who may see this listing?"
"Who may comment on this pregnancy comfort item?";"Who may comment on this listing?"
"Who may upload photos for this pregnancy comfort item?";"Who may upload photos for this listing?"
"Who may create videos for this pregnancy comfort item?";"Who may create videos for this listing?"
"Select the networks, members of which should be able to see your pregnancy comfort item. (Press Ctrl and click to select multiple networks. You can also choose to make your pregnancy comfort item viewable to everyone.)";"Select the networks, members of which should be able to see your listing. (Press Ctrl and click to select multiple networks. You can also choose to make your listing viewable to everyone.)"
"Show this pregnancy comfort item in search results";"Show this listing in search results"
"Show this pregnancy comfort item on browse page and in various blocks.";"Show this pregnancy comfort item on browse page and in various blocks."
"SEPARATE_PREGNANCY COMFORT ITEM_TAGS_WITH_COMMAS";"Separate tags with commas."
"Your pregnancy comfort item has been successfully created. You can enhance your pregnancy comfort item from this Dashboard by creating other components.";"Your listing has been successfully created. You can enhance your listing from this Dashboard by creating other components."
"View Pregnancy Comfort Item";"View Listing"
"View Pregnancy Comfort Item &raquo;";"View Listing &raquo;"
"End pregnancy comfort item on a specific date. (Please select date by clicking on the calendar icon below.)";"End listing on a specific date. (Please select date by clicking on the calendar icon below.)"
"When should this pregnancy comfort item end?";"When should this listing end?"
"Note: your pregnancy comfort item will be expired in %1$s %2$s after an approval or it may be changed by admin.";"Note: your listing will be expired in %1$s %2$s after an approval or it may be changed by admin."
"All Pregnancy Comfort";"All Listings"
"Only Open Pregnancy Comfort";"Only Open Listings"
"Only Closed Pregnancy Comfort";"Only Closed Listings"
"Everyone's Pregnancy Comfort";"Everyone's Listings"
"Only My Friends' Pregnancy Comfort";"Only My Friends' Listings"
"Pregnancy Comfort I Like";"Listings I Like"
"Only Expired Pregnancy Comfort";"Only Expired Listings"
"Pregnancy Comfort Having";"Listings Having"
"Only Pregnancy Comfort With Photos";"Only Listings With Photos"
"Only Pregnancy Comfort Item With Photos";"Only Listing With Photos"
"Edit the overview for your pregnancy comfort item using the editor below, and then click 'Save Overview' to save changes.";"Edit the overview for your listing using the editor below, and then click 'Save Overview' to save changes."
"DASHBOARD_PREGNANCY COMFORT ITEM_SAVE_OVERVIEW";"Save Overview"
"DASHBOARD_PREGNANCY COMFORT ITEM_EDIT_OVERVIEW";"Edit Overview"
"Edit Pregnancy Comfort Item Overview";"Edit Listing Overview"
"Contact information will be displayed on your pregnancy comfort item profile.";"Contact information will be displayed on your pregnancy comfort item profile."
"ADD_DASHBOARD_PREGNANCY COMFORT ITEM_WHERE_TO_BUY_OPTION";"Add Where to Buy Option"
"EDIT_DASHBOARD_PREGNANCY COMFORT ITEM_WHERE_TO_BUY_OPTION";"Edit Where to Buy"
"Add DASHBOARD_PREGNANCY COMFORT ITEM_WHERE_TO_BUY option for this pregnancy comfort item using the form below. Enter the name of the Store and other details where this pregnancy comfort item is available.";"Add Where to Buy option for this listing using the form below. Enter the name of the Store and other details where this listing is available."
"Select the online store for your pregnancy comfort item from available stores drop-down below.";"Select the online store for your listing from available stores drop-down below."
"Enter the URL of the Store's webpage where this pregnancy comfort item is available. (We recommend you to enter complete URL.)";"Enter the URL of the Store's webpage where this listing is available. (We recommend you to enter complete URL.)"
"Edit Pregnancy Comfort Item Style";"Edit Listing Style"
"Edit the CSS style of your pregnancy comfort item using the text area below, and then click 'Save Style' to save changes.";"Edit the CSS style of your listing using the text area below, and then click 'Save Style' to save changes."
"Add your own CSS code above to give your pregnancy comfort item a more personalized look.";"Add your own CSS code above to give your listing a more personalized look."
"Custom Advanced pregnancy comfort item Style";"Custom Advanced listing Style"
"Meta keywords are a great way to provide search engines with information about your pregnancy comfort item so that search engines populate your pregnancy comfort item in search results. Below, you can add meta keywords for this pregnancy comfort item. (The tags entered by you for this pregnancy comfort item will also be added to the meta keywords.)";"Meta keywords are a great way to provide search engines with information about your pregnancy comfort item so that search engines populate your pregnancy comfort item in search results. Below, you can add meta keywords for this listing. (The tags entered by you for this listing will also be added to the meta keywords.)"
"Edit Pregnancy Comfort Item Info";"Edit Pregnancy Comfort Item Info"
"Edit the information of your pregnancy comfort item using the form below.";"Edit the information of your listing using the form below."
"Delete Pregnancy Comfort Item?";"Delete Pregnancy Comfort Item?"
"Are you sure that you want to delete the Pregnancy Comfort Item with the title ""%1$s"" last modified %2$s? It will not be recoverable after being deleted.";"Are you sure that you want to delete the Listing with the title ""%1$s"" last modified %2$s? It will not be recoverable after being deleted."
"You have not added a location for your pregnancy comfort item. %s to add a location for your pregnancy comfort item.";"You have not added a location for your listing. %s to add a location for your listing."
"(You can edit the end date to make the pregnancy comfort item live again.)";"(You can edit the end date to make the listing live again.)"
"You do not have any pregnancy comfort item that match your search criteria.";"You do not have any listing that match your search criteria."
"You do not have any pregnancy comfort.";"You do not have any listings."
"Get started by %1$sposting%2$s a new pregnancy comfort item.";"Get started by %1$sposting%2$s a new listing."
"You have already created the maximum number of pregnancy comfort allowed. If you would like to create a new pregnancy comfort item, please delete an old one first.";"You have already created the maximum number of listings allowed. If you would like to create a new listing, please delete an old one first."
"Publish Pregnancy Comfort Item";"Publish Listing"
"Close Pregnancy Comfort Item";"Close Listing"
"Open Pregnancy Comfort Item";"Open Listing"
